prj	outbreak1	outbreak2	a	b	jd
LA_HMB_2024	rand.92	rand.32	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.96	2	8	0.25
LA_HMB_2024	rand.92	rand.100	0	10	0
LA_HMB_2024	rand.92	rand.76	0	10	0
LA_HMB_2024	rand.92	rand.12	3	7	0.428571428571429
LA_HMB_2024	rand.92	rand.94	0	10	0
LA_HMB_2024	rand.92	rand.17	0	10	0
LA_HMB_2024	rand.92	rand.98	2	8	0.25
LA_HMB_2024	rand.92	rand.8	0	10	0
LA_HMB_2024	rand.92	rand.15	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.99	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.46	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.13	1	9	0.111111111111111
LA_HMB_2024	rand.92	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.18	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.95	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.36	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.19	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.97	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.14	0	10	0
LA_HMB_2024	rand.66	rand.50	2	8	0.25
LA_HMB_2024	rand.66	rand.64	0	10	0
LA_HMB_2024	rand.66	rand.68	0	10	0
LA_HMB_2024	rand.66	rand.69	2	8	0.25
LA_HMB_2024	rand.66	rand.80	0	10	0
LA_HMB_2024	rand.66	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.39	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.34	2	8	0.25
LA_HMB_2024	rand.66	rand.41	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.43	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.42	2	8	0.25
LA_HMB_2024	rand.66	rand.47	0	10	0
LA_HMB_2024	rand.66	rand.45	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.71	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.73	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.77	0	10	0
LA_HMB_2024	rand.66	rand.75	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.72	0	10	0
LA_HMB_2024	rand.66	rand.79	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.78	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.5	0	10	0
LA_HMB_2024	rand.66	rand.74	0	10	0
LA_HMB_2024	rand.66	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.63	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.20	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.48	2	8	0.25
LA_HMB_2024	rand.66	rand.49	2	8	0.25
LA_HMB_2024	rand.66	rand.44	2	8	0.25
LA_HMB_2024	rand.66	rand.33	2	8	0.25
LA_HMB_2024	rand.66	rand.31	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.65	0	10	0
LA_HMB_2024	rand.66	rand.67	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.32	0	10	0
LA_HMB_2024	rand.66	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.62	0	10	0
LA_HMB_2024	rand.66	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.96	2	8	0.25
LA_HMB_2024	rand.66	rand.100	0	10	0
LA_HMB_2024	rand.66	rand.76	2	8	0.25
LA_HMB_2024	rand.66	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.94	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.17	2	8	0.25
LA_HMB_2024	rand.66	rand.98	2	8	0.25
LA_HMB_2024	rand.66	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.15	2	8	0.25
LA_HMB_2024	rand.66	rand.99	0	10	0
LA_HMB_2024	rand.66	rand.46	1	9	0.111111111111111
LA_HMB_2024	rand.66	rand.13	3	7	0.428571428571429
LA_HMB_2024	rand.66	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.95	2	8	0.25
LA_HMB_2024	rand.18	rand.36	2	8	0.25
LA_HMB_2024	rand.18	rand.19	2	8	0.25
LA_HMB_2024	rand.18	rand.97	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.14	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.50	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.64	0	10	0
LA_HMB_2024	rand.18	rand.68	0	10	0
LA_HMB_2024	rand.18	rand.69	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.80	0	10	0
LA_HMB_2024	rand.18	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.39	2	8	0.25
LA_HMB_2024	rand.18	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.34	3	7	0.428571428571429
LA_HMB_2024	rand.18	rand.41	0	10	0
LA_HMB_2024	rand.18	rand.43	2	8	0.25
LA_HMB_2024	rand.18	rand.42	3	7	0.428571428571429
LA_HMB_2024	rand.18	rand.47	0	10	0
LA_HMB_2024	rand.18	rand.45	0	10	0
LA_HMB_2024	rand.18	rand.71	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.73	2	8	0.25
LA_HMB_2024	rand.18	rand.77	2	8	0.25
LA_HMB_2024	rand.18	rand.75	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.72	0	10	0
LA_HMB_2024	rand.18	rand.79	0	10	0
LA_HMB_2024	rand.18	rand.78	0	10	0
LA_HMB_2024	rand.18	rand.5	0	10	0
LA_HMB_2024	rand.18	rand.74	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.63	2	8	0.25
LA_HMB_2024	rand.18	rand.20	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.48	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.49	2	8	0.25
LA_HMB_2024	rand.18	rand.44	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.33	2	8	0.25
LA_HMB_2024	rand.18	rand.31	0	10	0
LA_HMB_2024	rand.18	rand.65	0	10	0
LA_HMB_2024	rand.18	rand.67	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.32	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.96	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.100	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.76	2	8	0.25
LA_HMB_2024	rand.18	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.94	3	7	0.428571428571429
LA_HMB_2024	rand.18	rand.17	2	8	0.25
LA_HMB_2024	rand.18	rand.98	0	10	0
LA_HMB_2024	rand.18	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.15	2	8	0.25
LA_HMB_2024	rand.18	rand.99	1	9	0.111111111111111
LA_HMB_2024	rand.18	rand.46	2	8	0.25
LA_HMB_2024	rand.18	rand.13	2	8	0.25
LA_HMB_2024	rand.18	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.36	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.19	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.97	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.14	2	8	0.25
LA_HMB_2024	rand.95	rand.50	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.64	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.68	0	10	0
LA_HMB_2024	rand.95	rand.69	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.80	0	10	0
LA_HMB_2024	rand.95	rand.38	0	10	0
LA_HMB_2024	rand.95	rand.39	0	10	0
LA_HMB_2024	rand.95	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.41	2	8	0.25
LA_HMB_2024	rand.95	rand.43	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.42	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.47	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.45	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.71	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.73	2	8	0.25
LA_HMB_2024	rand.95	rand.77	2	8	0.25
LA_HMB_2024	rand.95	rand.75	2	8	0.25
LA_HMB_2024	rand.95	rand.72	0	10	0
LA_HMB_2024	rand.95	rand.79	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.78	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.5	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.74	3	7	0.428571428571429
LA_HMB_2024	rand.95	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.63	2	8	0.25
LA_HMB_2024	rand.95	rand.20	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.48	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.49	3	7	0.428571428571429
LA_HMB_2024	rand.95	rand.44	0	10	0
LA_HMB_2024	rand.95	rand.33	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.31	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.65	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.67	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.32	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.37	0	10	0
LA_HMB_2024	rand.95	rand.62	0	10	0
LA_HMB_2024	rand.95	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.96	0	10	0
LA_HMB_2024	rand.95	rand.100	2	8	0.25
LA_HMB_2024	rand.95	rand.76	2	8	0.25
LA_HMB_2024	rand.95	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.94	2	8	0.25
LA_HMB_2024	rand.95	rand.17	2	8	0.25
LA_HMB_2024	rand.95	rand.98	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.95	rand.15	0	10	0
LA_HMB_2024	rand.95	rand.99	0	10	0
LA_HMB_2024	rand.95	rand.46	3	7	0.428571428571429
LA_HMB_2024	rand.95	rand.13	0	10	0
LA_HMB_2024	rand.95	rand.11	2	8	0.25
LA_HMB_2024	rand.36	rand.19	2	8	0.25
LA_HMB_2024	rand.36	rand.97	2	8	0.25
LA_HMB_2024	rand.36	rand.14	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.50	2	8	0.25
LA_HMB_2024	rand.36	rand.64	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.68	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.69	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.80	2	8	0.25
LA_HMB_2024	rand.36	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.39	3	7	0.428571428571429
LA_HMB_2024	rand.36	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.41	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.43	3	7	0.428571428571429
LA_HMB_2024	rand.36	rand.42	2	8	0.25
LA_HMB_2024	rand.36	rand.47	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.45	2	8	0.25
LA_HMB_2024	rand.36	rand.71	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.73	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.77	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.75	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.72	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.79	2	8	0.25
LA_HMB_2024	rand.36	rand.78	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.5	0	10	0
LA_HMB_2024	rand.36	rand.74	0	10	0
LA_HMB_2024	rand.36	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.63	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.20	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.48	2	8	0.25
LA_HMB_2024	rand.36	rand.49	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.44	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.33	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.31	2	8	0.25
LA_HMB_2024	rand.36	rand.65	0	10	0
LA_HMB_2024	rand.36	rand.67	3	7	0.428571428571429
LA_HMB_2024	rand.36	rand.32	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.96	3	7	0.428571428571429
LA_HMB_2024	rand.36	rand.100	0	10	0
LA_HMB_2024	rand.36	rand.76	3	7	0.428571428571429
LA_HMB_2024	rand.36	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.94	2	8	0.25
LA_HMB_2024	rand.36	rand.17	2	8	0.25
LA_HMB_2024	rand.36	rand.98	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.15	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.99	0	10	0
LA_HMB_2024	rand.36	rand.46	2	8	0.25
LA_HMB_2024	rand.36	rand.13	1	9	0.111111111111111
LA_HMB_2024	rand.36	rand.11	2	8	0.25
LA_HMB_2024	rand.19	rand.97	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.14	0	10	0
LA_HMB_2024	rand.19	rand.50	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.64	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.68	0	10	0
LA_HMB_2024	rand.19	rand.69	3	7	0.428571428571429
LA_HMB_2024	rand.19	rand.80	0	10	0
LA_HMB_2024	rand.19	rand.38	2	8	0.25
LA_HMB_2024	rand.19	rand.39	2	8	0.25
LA_HMB_2024	rand.19	rand.16	0	10	0
LA_HMB_2024	rand.19	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.41	2	8	0.25
LA_HMB_2024	rand.19	rand.43	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.42	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.47	0	10	0
LA_HMB_2024	rand.19	rand.45	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.71	3	7	0.428571428571429
LA_HMB_2024	rand.19	rand.73	0	10	0
LA_HMB_2024	rand.19	rand.77	0	10	0
LA_HMB_2024	rand.19	rand.75	2	8	0.25
LA_HMB_2024	rand.19	rand.72	2	8	0.25
LA_HMB_2024	rand.19	rand.79	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.78	0	10	0
LA_HMB_2024	rand.19	rand.5	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.74	0	10	0
LA_HMB_2024	rand.19	rand.61	0	10	0
LA_HMB_2024	rand.19	rand.63	0	10	0
LA_HMB_2024	rand.19	rand.20	0	10	0
LA_HMB_2024	rand.19	rand.48	3	7	0.428571428571429
LA_HMB_2024	rand.19	rand.49	2	8	0.25
LA_HMB_2024	rand.19	rand.44	2	8	0.25
LA_HMB_2024	rand.19	rand.33	3	7	0.428571428571429
LA_HMB_2024	rand.19	rand.31	0	10	0
LA_HMB_2024	rand.19	rand.65	0	10	0
LA_HMB_2024	rand.19	rand.67	2	8	0.25
LA_HMB_2024	rand.19	rand.32	0	10	0
LA_HMB_2024	rand.19	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.35	2	8	0.25
LA_HMB_2024	rand.19	rand.96	2	8	0.25
LA_HMB_2024	rand.19	rand.100	0	10	0
LA_HMB_2024	rand.19	rand.76	2	8	0.25
LA_HMB_2024	rand.19	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.94	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.17	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.98	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.15	2	8	0.25
LA_HMB_2024	rand.19	rand.99	2	8	0.25
LA_HMB_2024	rand.19	rand.46	1	9	0.111111111111111
LA_HMB_2024	rand.19	rand.13	3	7	0.428571428571429
LA_HMB_2024	rand.19	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.14	2	8	0.25
LA_HMB_2024	rand.97	rand.50	2	8	0.25
LA_HMB_2024	rand.97	rand.64	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.68	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.69	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.80	2	8	0.25
LA_HMB_2024	rand.97	rand.38	0	10	0
LA_HMB_2024	rand.97	rand.39	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.16	2	8	0.25
LA_HMB_2024	rand.97	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.41	2	8	0.25
LA_HMB_2024	rand.97	rand.43	2	8	0.25
LA_HMB_2024	rand.97	rand.42	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.47	0	10	0
LA_HMB_2024	rand.97	rand.45	2	8	0.25
LA_HMB_2024	rand.97	rand.71	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.73	2	8	0.25
LA_HMB_2024	rand.97	rand.77	2	8	0.25
LA_HMB_2024	rand.97	rand.75	2	8	0.25
LA_HMB_2024	rand.97	rand.72	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.79	2	8	0.25
LA_HMB_2024	rand.97	rand.78	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.5	3	7	0.428571428571429
LA_HMB_2024	rand.97	rand.74	0	10	0
LA_HMB_2024	rand.97	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.63	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.20	3	7	0.428571428571429
LA_HMB_2024	rand.97	rand.48	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.49	0	10	0
LA_HMB_2024	rand.97	rand.44	0	10	0
LA_HMB_2024	rand.97	rand.33	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.31	2	8	0.25
LA_HMB_2024	rand.97	rand.65	2	8	0.25
LA_HMB_2024	rand.97	rand.67	2	8	0.25
LA_HMB_2024	rand.97	rand.32	2	8	0.25
LA_HMB_2024	rand.97	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.35	0	10	0
LA_HMB_2024	rand.97	rand.96	3	7	0.428571428571429
LA_HMB_2024	rand.97	rand.100	0	10	0
LA_HMB_2024	rand.97	rand.76	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.94	2	8	0.25
LA_HMB_2024	rand.97	rand.17	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.98	0	10	0
LA_HMB_2024	rand.97	rand.8	2	8	0.25
LA_HMB_2024	rand.97	rand.15	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.99	1	9	0.111111111111111
LA_HMB_2024	rand.97	rand.46	2	8	0.25
LA_HMB_2024	rand.97	rand.13	0	10	0
LA_HMB_2024	rand.97	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.50	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.64	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.68	2	8	0.25
LA_HMB_2024	rand.14	rand.69	0	10	0
LA_HMB_2024	rand.14	rand.80	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.39	0	10	0
LA_HMB_2024	rand.14	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.34	0	10	0
LA_HMB_2024	rand.14	rand.41	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.43	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.42	0	10	0
LA_HMB_2024	rand.14	rand.47	0	10	0
LA_HMB_2024	rand.14	rand.45	2	8	0.25
LA_HMB_2024	rand.14	rand.71	0	10	0
LA_HMB_2024	rand.14	rand.73	3	7	0.428571428571429
LA_HMB_2024	rand.14	rand.77	3	7	0.428571428571429
LA_HMB_2024	rand.14	rand.75	2	8	0.25
LA_HMB_2024	rand.14	rand.72	0	10	0
LA_HMB_2024	rand.14	rand.79	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.78	0	10	0
LA_HMB_2024	rand.14	rand.5	2	8	0.25
LA_HMB_2024	rand.14	rand.74	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.63	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.20	2	8	0.25
LA_HMB_2024	rand.14	rand.48	0	10	0
LA_HMB_2024	rand.14	rand.49	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.44	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.33	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.31	2	8	0.25
LA_HMB_2024	rand.14	rand.65	2	8	0.25
LA_HMB_2024	rand.14	rand.67	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.32	3	7	0.428571428571429
LA_HMB_2024	rand.14	rand.37	2	8	0.25
LA_HMB_2024	rand.14	rand.62	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.96	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.100	2	8	0.25
LA_HMB_2024	rand.14	rand.76	0	10	0
LA_HMB_2024	rand.14	rand.12	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.94	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.17	0	10	0
LA_HMB_2024	rand.14	rand.98	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.8	1	9	0.111111111111111
LA_HMB_2024	rand.14	rand.15	0	10	0
LA_HMB_2024	rand.14	rand.99	0	10	0
LA_HMB_2024	rand.14	rand.46	3	7	0.428571428571429
LA_HMB_2024	rand.14	rand.13	0	10	0
LA_HMB_2024	rand.14	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.64	0	10	0
LA_HMB_2024	rand.50	rand.68	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.69	2	8	0.25
LA_HMB_2024	rand.50	rand.80	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.39	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.41	0	10	0
LA_HMB_2024	rand.50	rand.43	3	7	0.428571428571429
LA_HMB_2024	rand.50	rand.42	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.47	0	10	0
LA_HMB_2024	rand.50	rand.45	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.71	2	8	0.25
LA_HMB_2024	rand.50	rand.73	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.77	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.75	0	10	0
LA_HMB_2024	rand.50	rand.72	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.79	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.78	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.5	0	10	0
LA_HMB_2024	rand.50	rand.74	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.63	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.20	2	8	0.25
LA_HMB_2024	rand.50	rand.48	0	10	0
LA_HMB_2024	rand.50	rand.49	2	8	0.25
LA_HMB_2024	rand.50	rand.44	0	10	0
LA_HMB_2024	rand.50	rand.33	0	10	0
LA_HMB_2024	rand.50	rand.31	2	8	0.25
LA_HMB_2024	rand.50	rand.65	0	10	0
LA_HMB_2024	rand.50	rand.67	2	8	0.25
LA_HMB_2024	rand.50	rand.32	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.37	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.62	2	8	0.25
LA_HMB_2024	rand.50	rand.35	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.96	2	8	0.25
LA_HMB_2024	rand.50	rand.100	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.76	3	7	0.428571428571429
LA_HMB_2024	rand.50	rand.12	0	10	0
LA_HMB_2024	rand.50	rand.94	2	8	0.25
LA_HMB_2024	rand.50	rand.17	2	8	0.25
LA_HMB_2024	rand.50	rand.98	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.8	2	8	0.25
LA_HMB_2024	rand.50	rand.15	0	10	0
LA_HMB_2024	rand.50	rand.99	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.46	1	9	0.111111111111111
LA_HMB_2024	rand.50	rand.13	2	8	0.25
LA_HMB_2024	rand.50	rand.11	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.68	2	8	0.25
LA_HMB_2024	rand.64	rand.69	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.80	2	8	0.25
LA_HMB_2024	rand.64	rand.38	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.39	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.16	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.34	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.41	2	8	0.25
LA_HMB_2024	rand.64	rand.43	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.42	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.47	2	8	0.25
LA_HMB_2024	rand.64	rand.45	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.71	2	8	0.25
LA_HMB_2024	rand.64	rand.73	0	10	0
LA_HMB_2024	rand.64	rand.77	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.75	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.72	2	8	0.25
LA_HMB_2024	rand.64	rand.79	2	8	0.25
LA_HMB_2024	rand.64	rand.78	2	8	0.25
LA_HMB_2024	rand.64	rand.5	2	8	0.25
LA_HMB_2024	rand.64	rand.74	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.61	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.63	2	8	0.25
LA_HMB_2024	rand.64	rand.20	0	10	0
LA_HMB_2024	rand.64	rand.48	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.49	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.44	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.33	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.31	1	9	0.111111111111111
LA_HMB_2024	rand.64	rand.65	2	8	0.25
LA_HMB_2024	rand.64	rand.67	0	10	0
LA_HMB_2024	rand.64	rand.32	0	10	0
LA_HMB_2024	rand.64	rand.37	0	10	0
